name,street,city,age,email,price_issue,quality_issue,service_issue,delivery_issue,description_issue,product_code,quarter
Noah Lee,1212 Sequoia Drive,Hilltop,40,noah.lee@example.com,False,True,False,False,True,H,2023-Q1
Olivia Anderson,753 Willow Way,Springfield,27,olivia.anderson@example.com,False,True,False,False,False,C,2023-Q3
Noah Anderson,753 Willow Way,Springfield,31,noah.anderson@example.com,False,False,True,False,False,C,2023-Q3
Emma Anderson,753 Willow Way,Springfield,25,emma.anderson@example.com,False,False,False,True,False,C,2023-Q3
Lucas Anderson,753 Willow Way,Springfield,28,lucas.anderson@example.com,False,False,False,False,True,C,2023-Q3
Sophia Anderson,753 Willow Way,Springfield,30,sophia.anderson@example.com,True,False,False,False,False,C,2023-Q3
Ethan Brown,123 Maple Street,Rivertown,34,ethan.brown@example.com,False,True,False,False,False,A,2023-Q2
Ava Smith,456 Oak Avenue,Lakeside,42,ava.smith@example.com,True,False,False,False,False,B,2023-Q1
Mason Johnson,789 Pine Road,Hilltop,37,mason.johnson@example.com,False,False,True,False,False,D,2023-Q4
Isabella Martinez,321 Birch Lane,Greenfield,29,isabella.martinez@example.com,False,False,False,True,False,E,2023-Q3
James Lee,654 Cedar Street,Sunnyvale,45,james.lee@example.com,False,False,False,False,True,F,2023-Q2
Mia Wilson,987 Elm Avenue,Brookside,31,mia.wilson@example.com,True,False,False,False,False,G,2023-Q1
Alexander Davis,159 Spruce Drive,Riverside,38,alexander.davis@example.com,False,True,False,False,False,H,2023-Q4
Charlotte Garcia,753 Willow Way,Springfield,33,charlotte.garcia@example.com,False,False,True,False,False,C,2023-Q3
Benjamin Martinez,753 Willow Way,Springfield,26,benjamin.martinez@example.com,False,False,False,True,False,C,2023-Q3
Amelia Thompson,753 Willow Way,Springfield,32,amelia.thompson@example.com,False,False,False,False,True,C,2023-Q3
Elijah White,753 Willow Way,Springfield,29,elijah.white@example.com,True,False,False,False,False,C,2023-Q3
Harper Clark,753 Willow Way,Springfield,28,harper.clark@example.com,False,True,False,False,False,C,2023-Q3
Daniel Lewis,753 Willow Way,Springfield,30,daniel.lewis@example.com,False,False,True,False,False,C,2023-Q3
Grace Walker,753 Willow Way,Springfield,27,grace.walker@example.com,False,False,False,True,False,C,2023-Q3
Henry Hall,753 Willow Way,Springfield,31,henry.hall@example.com,False,False,False,False,True,C,2023-Q3
Emma Anderson,809 Dogwood Drive,Lakeside,34,emma.anderson@example.com,False,True,False,False,False,D,2023-Q4
Liam Anderson,810 Dogwood Drive,Lakeside,38,liam.anderson@example.com,False,False,True,False,False,D,2023-Q4
Olivia Anderson,811 Dogwood Drive,Lakeside,32,olivia.anderson@example.com,False,False,False,True,False,D,2023-Q4
Ethan Anderson,812 Dogwood Drive,Lakeside,40,ethan.anderson@example.com,False,False,False,False,True,D,2023-Q4
Sophia Anderson,813 Dogwood Drive,Lakeside,29,sophia.anderson@example.com,True,False,False,False,False,D,2023-Q4
Ava Johnson,123 Maple Street,Springfield,28,ava.johnson@example.com,False,True,False,False,False,A,2023-Q3
Mason Brown,456 Oak Avenue,Rivertown,45,mason.brown@example.com,True,False,False,False,False,B,2023-Q2
Isabella Smith,789 Pine Lane,Hilltop,37,isabella.smith@example.com,False,False,True,False,False,C,2023-Q1
Lucas Martinez,321 Birch Road,Greenfield,50,lucas.martinez@example.com,False,False,False,True,False,E,2022-Q4
Mia Davis,654 Cedar Street,Brookside,22,mia.davis@example.com,False,False,False,False,True,F,2022-Q3
James Wilson,987 Elm Avenue,Riverbend,31,james.wilson@example.com,True,False,False,False,False,G,2022-Q2
Amelia Clark,159 Spruce Drive,Lakeside,27,amelia.clark@example.com,False,True,False,False,False,H,2022-Q1
Benjamin Lewis,753 Willow Way,Meadowville,39,benjamin.lewis@example.com,False,False,True,False,False,A,2021-Q4
Charlotte Walker,852 Aspen Court,Sunnydale,33,charlotte.walker@example.com,False,False,False,True,False,B,2021-Q3
Henry Hall,951 Poplar Street,Lakeside,41,henry.hall@example.com,False,False,False,False,True,C,2021-Q2
Ella Young,147 Cypress Lane,Lakeside,26,ella.young@example.com,True,False,False,False,False,D,2021-Q1
Alexander King,258 Redwood Road,Lakeside,35,alexander.king@example.com,False,True,False,False,False,E,2020-Q4
Harper Scott,369 Fir Avenue,Lakeside,30,harper.scott@example.com,False,False,True,False,False,F,2020-Q3
Daniel Green,741 Hemlock Street,Lakeside,42,daniel.green@example.com,False,False,False,True,False,G,2020-Q2
Grace Baker,963 Juniper Drive,Lakeside,29,grace.baker@example.com,False,False,False,False,True,H,2020-Q1
Carol W.,789 Pine Rd,Lakeside,51,carol.w@example.com,False,False,True,False,False,C,2021-Q3
Charles White,789 Pine Road,Lakeside,52,charles.white@example.com,False,True,False,False,False,C,2021-Q3
Caroline White,789 Pine Road,Lakeside,49,caroline.white@example.com,False,False,True,True,False,C,2021-Q3
Cameron White,789 Pine Road,Lakeside,50,cameron.white@example.com,True,False,True,False,False,C,2021-Q3
Cathy White,789 Pine Road,Lakeside,50,cathy.white@example.com,False,False,True,False,True,C,2021-Q3
John Doe,123 Elm Street,Springfield,34,john.doe@example.com,True,False,False,False,False,A,2022-Q1
Jane Smith,456 Oak Avenue,Rivertown,28,jane.smith@example.com,False,True,False,False,False,B,2022-Q2
Alice Johnson,789 Maple Lane,Hilltop,45,alice.johnson@example.com,False,False,False,True,False,D,2022-Q3
Bob Brown,321 Birch Boulevard,Lakeside,60,bob.brown@example.com,False,False,False,False,True,E,2022-Q4
Emily Davis,654 Cedar Court,Rivertown,39,emily.davis@example.com,True,True,False,False,False,F,2023-Q1
Michael Wilson,987 Spruce Street,Springfield,55,michael.wilson@example.com,False,False,True,False,False,G,2023-Q2
Sarah Lee,159 Pine Road,Hilltop,42,sarah.lee@example.com,False,False,False,True,False,H,2023-Q3
David Clark,753 Willow Way,Lakeside,30,david.clark@example.com,True,False,False,False,True,A,2023-Q4
Laura Martinez,852 Aspen Avenue,Rivertown,37,laura.martinez@example.com,False,True,False,False,False,B,2023-Q1
James Taylor,951 Poplar Place,Springfield,48,james.taylor@example.com,False,False,True,False,False,C,2023-Q2
Patricia Anderson,357 Fir Lane,Hilltop,53,patricia.anderson@example.com,False,False,False,True,False,D,2023-Q3
Robert Thomas,258 Cypress Circle,Lakeside,29,robert.thomas@example.com,True,False,False,False,False,E,2023-Q4
Linda Jackson,654 Redwood Road,Rivertown,44,linda.jackson@example.com,False,True,False,False,False,F,2023-Q1
Kevin Harris,951 Cherry Street,Springfield,36,kevin.harris@example.com,False,False,True,False,False,G,2023-Q2
Nancy Lewis,753 Pine Road,Hilltop,50,nancy.lewis@example.com,False,False,False,True,False,H,2023-Q3
John Davis,102 Elm Street,Riverside,40,john.davis@example.com,False,False,True,True,False,E,2023-Q4
Emily Davis,103 Elm Street,Riverside,35,emily.davis@example.com,False,True,False,True,False,E,2023-Q4
Michael Davis,104 Elm Street,Riverside,42,michael.davis@example.com,True,False,False,True,False,E,2023-Q4
Laura Davis,105 Elm Street,Riverside,39,laura.davis@example.com,False,False,False,True,True,E,2023-Q4
David Davis,106 Elm Street,Riverside,45,david.davis@example.com,False,True,False,True,False,E,2023-Q4
Alice Johnson,200 Oak Avenue,Springfield,29,alice.johnson@example.com,True,False,False,False,False,A,2023-Q3
Bob Smith,300 Pine Lane,Greenville,50,bob.smith@example.com,False,True,False,False,False,B,2023-Q2
Catherine Lee,400 Maple Street,Lakeside,33,catherine.lee@example.com,False,False,True,False,False,C,2023-Q1
Daniel Brown,500 Birch Road,Hilltown,41,daniel.brown@example.com,False,False,False,True,False,D,2022-Q4
Evelyn White,600 Cedar Avenue,Riverbend,27,evelyn.white@example.com,True,False,False,False,True,F,2022-Q3
Frank Green,700 Spruce Street,Meadowville,36,frank.green@example.com,False,True,False,False,False,G,2022-Q2
Grace Hall,800 Willow Lane,Brookside,44,grace.hall@example.com,False,False,True,False,False,H,2022-Q1
Henry King,900 Aspen Road,Forestville,38,henry.king@example.com,True,False,False,False,False,A,2021-Q4
Isabella Scott,1000 Poplar Street,Seaside,32,isabella.scott@example.com,False,True,False,False,False,B,2021-Q3
Jack Turner,1100 Fir Avenue,Mountainview,47,jack.turner@example.com,False,False,True,False,False,C,2021-Q2
Karen Young,1200 Chestnut Lane,Valleytown,31,karen.young@example.com,False,False,False,True,False,D,2021-Q1
Liam Walker,1300 Redwood Road,Clifftown,46,liam.walker@example.com,True,False,False,False,False,E,2020-Q4
Mia Harris,1400 Cypress Street,Ridgetown,28,mia.harris@example.com,False,True,False,False,False,F,2020-Q3
Noah Martinez,1500 Alder Avenue,Baytown,35,noah.martinez@example.com,False,False,True,False,False,G,2020-Q2
Olivia Robinson,1600 Beech Lane,Crestview,39,olivia.robinson@example.com,False,False,False,True,False,H,2020-Q1
Sophia Green,258 Redwood Road,Opal City,27,sophia.green@example.com,False,False,True,False,False,E,2020-Q4
Sophie Orange,260 Redwood Road,Opal City,26,sophie.orange@example.com,False,False,True,False,False,E,2020-Q4
Sophia O.,258 Redwood Road,Opal City,26,sophia.o@example.com,False,False,True,False,False,E,2020-Q4
S. Orange,258 Redwood Road,Opal City,26,s.orange@example.com,False,False,True,False,False,E,2020-Q4
Sophia Orange,259 Redwood Road,Opal City,26,sophia.orange2@example.com,False,False,True,False,False,E,2020-Q4
Liam Blue,123 Maple Street,Emerald Town,34,liam.blue@example.com,True,False,False,False,False,A,2021-Q1
Olivia Brown,456 Oak Avenue,Sapphire City,29,olivia.brown@example.com,False,True,False,False,False,B,2021-Q2
Noah Black,789 Pine Lane,Ruby Town,40,noah.black@example.com,False,False,False,True,False,C,2021-Q3
Emma White,321 Birch Boulevard,Topaz City,22,emma.white@example.com,False,False,False,False,True,D,2021-Q4
Ava Gray,654 Cedar Street,Amethyst Town,31,ava.gray@example.com,True,True,False,False,False,F,2022-Q1
Ethan Red,987 Spruce Road,Garnet City,45,ethan.red@example.com,False,False,True,True,False,G,2022-Q2
Mia Pink,159 Willow Way,Jade Town,28,mia.pink@example.com,False,True,True,False,False,H,2022-Q3
Lucas Yellow,753 Elm Street,Quartz City,37,lucas.yellow@example.com,True,False,False,True,False,A,2022-Q4
Isabella Purple,852 Ash Avenue,Citrine Town,33,isabella.purple@example.com,False,True,False,False,True,B,2023-Q1
Mason Silver,951 Fir Lane,Onyx City,39,mason.silver@example.com,True,False,True,False,False,C,2023-Q2
Charlotte Gold,147 Poplar Road,Peridot Town,30,charlotte.gold@example.com,False,False,False,True,True,D,2023-Q3
James Teal,369 Cypress Street,Turquoise City,42,james.teal@example.com,True,True,False,False,False,E,2023-Q4
Amelia Indigo,258 Redwood Road,Opal City,26,amelia.indigo@example.com,False,False,True,False,False,E,2020-Q4
Benjamin Cyan,741 Hemlock Avenue,Aquamarine Town,35,benjamin.cyan@example.com,False,True,True,False,False,F,2021-Q1
Evelyn Magenta,963 Alder Lane,Coral City,38,evelyn.magenta@example.com,True,False,False,True,False,G,2021-Q2
Liam Martin,1111 Redwood Street,Lakeside,34,liam.martin@example.com,False,True,False,True,False,G,2023-Q3
Maya Martin,1111 Redwood Street,Lakeside,38,maya.martin@example.com,True,False,True,False,False,G,2023-Q3
Mia Johnson,2222 Oak Avenue,Lakeside,36,mia.johnson@example.com,True,False,False,True,True,G,2023-Q3
Mia Martin,3333 Pine Lane,Lakeside,36,mia.martin2@example.com,False,True,False,True,False,G,2023-Q3
Mia Martin,1111 Redwood Street,Riverside,36,mia.martin3@example.com,True,False,False,False,True,G,2023-Q3
John Doe,123 Elm Street,Springfield,45,john.doe@example.com,False,True,False,False,True,A,2023-Q1
Jane Smith,456 Maple Avenue,Greenfield,29,jane.smith@example.com,True,False,True,False,False,B,2023-Q2
Emily Davis,789 Birch Road,Hilltown,52,emily.davis@example.com,False,False,True,True,False,C,2023-Q3
Michael Brown,1010 Cedar Street,River City,40,michael.brown@example.com,True,True,False,False,False,D,2023-Q4
Sarah Wilson,2020 Spruce Lane,Lakeside,33,sarah.wilson@example.com,False,False,True,False,True,E,2023-Q1
David Lee,3030 Willow Drive,Mountain View,27,david.lee@example.com,True,False,False,True,False,F,2023-Q2
Sophia Martinez,4040 Aspen Way,Seaside,31,sophia.martinez@example.com,False,True,True,False,False,H,2023-Q3
James Anderson,5050 Poplar Street,Lakeside,48,james.anderson@example.com,True,False,False,False,True,A,2023-Q4
Olivia Thompson,6060 Fir Avenue,Springfield,22,olivia.thompson@example.com,False,True,False,True,False,B,2023-Q1
Lucas White,7070 Pine Street,Greenfield,37,lucas.white@example.com,True,False,True,False,False,C,2023-Q2
Emma Harris,8080 Oak Lane,Hilltown,44,emma.harris@example.com,False,False,True,False,True,D,2023-Q3
Noah Clark,9090 Birch Road,River City,39,noah.clark@example.com,True,True,False,False,False,E,2023-Q4
Ava Lewis,1010 Cedar Street,Seaside,28,ava.lewis@example.com,False,False,True,True,False,F,2023-Q1
Ethan Walker,1111 Redwood Street,Mountain View,35,ethan.walker@example.com,True,False,False,False,True,G,2023-Q2
Isabella Hall,1212 Spruce Lane,Lakeside,30,isabella.hall@example.com,False,True,False,True,False,H,2023-Q3
Ethan Davis,654 Cedar Court,Meadowville,39,ethan.davis@example.com,False,False,True,False,False,E,2022-Q2
Emily Davis,654 Cedar Court,Meadowville,43,emily.davis@example.com,False,True,False,False,False,E,2022-Q3
Evan Davis,654 Cedar Court,Meadowville,40,evan.davis@example.com,True,False,False,False,False,E,2022-Q4
Ella Davis,654 Cedar Court,Meadowville,42,ella.davis@example.com,False,False,False,True,False,E,2023-Q1
Eddie Davis,654 Cedar Court,Meadowville,44,eddie.davis@example.com,False,False,False,False,True,E,2023-Q2
Sophia Brown,123 Maple Street,Springfield,29,sophia.brown@example.com,True,False,False,False,False,A,2021-Q4
Liam Johnson,789 Oak Avenue,Rivertown,35,liam.johnson@example.com,False,True,False,False,False,B,2022-Q1
Olivia Smith,456 Pine Lane,Lakeside,27,olivia.smith@example.com,False,False,True,False,False,C,2022-Q2
Noah Wilson,321 Birch Road,Hilltop,31,noah.wilson@example.com,False,False,False,True,False,D,2022-Q3
Ava Martinez,987 Elm Street,Greenfield,33,ava.martinez@example.com,False,False,False,False,True,F,2022-Q4
Mason Lee,654 Cedar Court,Meadowville,41,mason.lee@example.com,True,False,False,False,False,G,2023-Q1
Isabella Garcia,222 Willow Way,Seaside,30,isabella.garcia@example.com,False,True,False,False,False,H,2023-Q2
Lucas Martinez,333 Spruce Street,Rivertown,28,lucas.martinez@example.com,False,False,True,False,False,A,2023-Q3
Mia Thompson,444 Aspen Avenue,Hilltop,36,mia.thompson@example.com,False,False,False,True,False,B,2023-Q4
James White,555 Poplar Place,Lakeside,32,james.white@example.com,False,False,False,False,True,C,2024-Q1
Amelia Harris,666 Chestnut Circle,Springfield,34,amelia.harris@example.com,True,False,False,False,False,D,2024-Q2
Benjamin Clark,777 Redwood Drive,Seaside,37,benjamin.clark@example.com,False,True,False,False,False,E,2024-Q3
Charlotte Lewis,888 Cypress Court,Greenfield,38,charlotte.lewis@example.com,False,False,True,False,False,F,2024-Q4
Henry Walker,999 Fir Lane,Springfield,40,henry.walker@example.com,False,False,False,True,False,G,2025-Q1
Grace Hall,1010 Cedar Court,Meadowville,41,grace.hall@example.com,False,False,False,False,True,H,2025-Q2
Liam Lewis,777 Fir Street,Bayview,29,liam.lewis@example.com,False,False,True,False,False,E,2024-Q2
Emma Lewis,777 Fir Street,Bayview,33,emma.lewis@example.com,False,True,False,False,False,E,2024-Q2
Olivia Lewis,777 Fir Street,Bayview,28,olivia.lewis@example.com,False,False,False,True,True,E,2024-Q2
Ava Lewis,777 Fir Street,Bayview,35,ava.lewis@example.com,True,False,False,False,False,E,2024-Q2
Sophia Lewis,777 Fir Street,Bayview,30,sophia.lewis@example.com,False,False,False,True,False,E,2024-Q2
Mason Brown,123 Oak Avenue,Riverside,45,mason.brown@example.com,True,False,False,False,False,A,2023-Q4
Ethan Smith,456 Pine Road,Lakeside,38,ethan.smith@example.com,False,True,False,False,False,B,2023-Q3
Isabella Johnson,789 Maple Street,Hilltop,27,isabella.johnson@example.com,False,False,True,False,False,C,2023-Q2
Lucas Martinez,321 Birch Lane,Seaside,50,lucas.martinez@example.com,False,False,False,True,False,D,2023-Q1
Mia Davis,654 Cedar Court,Mountainview,22,mia.davis@example.com,False,False,False,False,True,F,2022-Q4
James Wilson,987 Spruce Drive,Valleytown,36,james.wilson@example.com,True,False,False,False,False,G,2022-Q3
Amelia Moore,159 Elm Street,Clifftop,41,amelia.moore@example.com,False,True,False,False,False,H,2022-Q2
Benjamin Taylor,753 Willow Way,Forestville,29,benjamin.taylor@example.com,False,False,True,False,False,A,2022-Q1
Charlotte Anderson,852 Aspen Avenue,Ridgetown,34,charlotte.anderson@example.com,False,False,False,True,False,B,2021-Q4
Henry Thomas,951 Poplar Place,Brookside,47,henry.thomas@example.com,False,False,False,False,True,C,2021-Q3
Evelyn Jackson,258 Cypress Circle,Summit,32,evelyn.jackson@example.com,True,False,False,False,False,D,2021-Q2
Alexander White,357 Redwood Road,Crestview,39,alexander.white@example.com,False,True,False,False,False,E,2021-Q1
Harper Harris,654 Juniper Street,Meadowland,26,harper.harris@example.com,False,False,True,False,False,F,2020-Q4
Daniel Clark,753 Sycamore Lane,Greendale,43,daniel.clark@example.com,False,False,False,True,False,G,2020-Q3
Ella Lewis,777 Fir Street,Bayview,31,ella.lewis@example.com,False,False,False,True,False,E,2020-Q2
Danielle Thompson,67 Redwood Drive,Springfield,48,danielle.thompson@example.com,False,False,True,True,False,A,2023-Q3
Daniel T. Smith,68 Redwood Drive,Springfield,52,daniel.smith@example.com,False,False,False,True,True,A,2023-Q3
Daniella Thompson,67 Redwood Drive,Springfield,50,daniella.thompson@example.com,True,False,False,True,False,A,2023-Q3
Daniel Thompson Jr.,67 Redwood Drive,Springfield,25,daniel.jr@example.com,False,True,False,True,False,A,2023-Q3
Dan Thompson,69 Redwood Drive,Springfield,51,dan.thompson@example.com,False,False,False,True,False,A,2023-Q3
Alice Johnson,123 Maple Street,Rivertown,34,alice.johnson@example.com,True,False,False,False,False,B,2023-Q2
